"competitie_naam","seizoen","genre","poule_naam","divisie","datum","tijd","sporthal","plaats_sporthal","thuisteam","thuisclub","plaats_thuisclub","uitteam","uitclub","plaats_uitclub","scheids1_hashed","scheids2_hashed","thuisscore","uitscore"
"Dames NeFUB Cup","2012","beker","Finale","0","2013-05-25","15:15:00","Paperclip","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","UA Sonics 1","Sonics","Amersfoort","1ba97b60c67de610440ff5e9202a5b75","06bd1f981bcec6deb2475c2ee558ba5b","6","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-15","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","dc0a68fd3435aa4160c74cc7037a8c1f","203a6531f2ea38f37bef001d49d5228a","11","3"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-15","14:15:00","Amersfoort - Juliana van Stolberghal","Amersfoort","HDM Falcons","HSK Floorball","Den Haag","FB Agents","Floorball Agents","Amsterdam","c13fb521877b2fdcc572c3c2d2e44742","f79f27b395df47007eb4ef8265270b01","1","12"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-15","12:30:00","Amersfoort - Juliana van Stolberghal","Amersfoort","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","a4533cd1c4e13b6f7ad292e6d7abb34a","7d44fdb4cd369049c23112395b915226","2","10"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-15","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UC Face Off 1","U.C. Face Off","Groningen","UA Sonics 2","Sonics","Amersfoort","dc862a8de4a2bcca095c554216a94c90","d75bf6025c7f8d970496bd80a4fef277","11","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-30","00:00:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","7adfe943c89dced88eb9264427ee9685","685ffe06078db81b98e0fdaa36460cfb","1","11"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-29","10:45:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UC Face Off 2","U.C. Face Off","Groningen","bc802ff6321cbbd91f6a779c128e384b","ff5a23ff8f61f4e5d96cf96bd88d888d","28","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-29","12:30:00","Lewenborg","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","3","3"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-29","12:30:00","Amersfoort - Juliana van Stolberghal","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","UA Sonics 1","Sonics","Amersfoort","7d44fdb4cd369049c23112395b915226","384bf1cd70241d860239928266da7b5e","3","7"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-29","14:15:00","Amersfoort - Juliana van Stolberghal","Amersfoort","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht 2","UFC Utrecht","Utrecht","32a350ddf9adee04b5a3adc190d5551f","ac138f2b44b7970b166bc7b8bd967cc5","17","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-09-29","16:00:00","Amersfoort - Juliana van Stolberghal","Amersfoort","UA Sonics 2","Sonics","Amersfoort","HDM Falcons","HSK Floorball","Den Haag","45c8ca323407bfec8ae496bdc92d1bcb","3a9efaa91ffae253a2204c9f401bf2ae","2","10"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-06","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 2","Sonics","Amersfoort","UA Sonics 1","Sonics","Amersfoort","cc29f643322ac6182bc4958485fe3f30","faf054dd8a2f0698429231110cc4b4b4","1","6"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-06","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 1","UFC Utrecht","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","5e2176b3aa970e3a944ac7f7cf7f5178","7759438222ea3afbb225315e8649815c","5","3"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-06","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","dc862a8de4a2bcca095c554216a94c90","e2d8264359747bc5b1e54695845adb61","21","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-06","12:30:00","Lewenborg","Groningen","FB Agents","Floorball Agents","Amsterdam","UFC Groningen","UFC Groningen","Groningen","beb489d31ce3439639ccf5b8f5367f8e","f168b49418df8cdc224f3921a00f886d","13","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-10-06","14:15:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","HDM Falcons","HSK Floorball","Den Haag","d0e79729d0d63116b6437d57e3b1f5fa","ff5a23ff8f61f4e5d96cf96bd88d888d","0","16"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-10","12:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","36b96ae689a92b27272a84b6f405c769","d04cb4ce2d7740776c9e1c3ddd56796b","14","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-10","14:15:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","56d01f82d5e18271d4509ce89a1f2339","80ed447b84201cbb1c810e9e02a28222","1","9"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-10","10:45:00","Nijmegen - Meijhorst","Nijmegen","UA Sonics 2","Sonics","Amersfoort","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","2","9"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-10","12:30:00","Nijmegen - Meijhorst","Nijmegen","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht 1","UFC Utrecht","Utrecht","47d4f1b75fb1cb6b3683ae567090ddad","1f4c8e76d4595df3dbf8795ab48d109b","8","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-10","14:15:00","Nijmegen - Meijhorst","Nijmegen","HDM Falcons","HSK Floorball","Den Haag","UA Sonics 1","Sonics","Amersfoort","fd5fd6cf96fa034428b843e4bf736755","b92817b6e27d525c9a75c8eeda13cf09","1","7"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-17","14:15:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","c42386b84ff1ede5be28aa82d9b5d7dc","685ffe06078db81b98e0fdaa36460cfb","3","6"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-17","17:45:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UA Sonics 1","Sonics","Amersfoort","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","0","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-17","16:00:00","Lewenborg","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","beb489d31ce3439639ccf5b8f5367f8e","045d8a65141bb3664cc1d6e65ee8ec5c","3","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-17","14:15:00","Amsterdam - Callandhal","Amsterdam","HDM Falcons","HSK Floorball","Den Haag","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","b89cb57851209bf633f9fe68b34068ea","041b0d41cac9e4bae468c10a0d0c3e18","5","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-17","16:00:00","Amsterdam - Callandhal","Amsterdam","UA Sonics 2","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","d18d24182aa1598ea714358b12a49cb7","5fde3c3b8566edc6f7879f3336ba0b01","1","10"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-24","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 1","UFC Utrecht","Utrecht","UA Sonics 2","Sonics","Amersfoort","d33ba14dbc58b3924b0db7f1e718ff24","d8c2dd1b714a575abbda11f756c77eb9","15","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-24","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","UFC Utrecht 2","UFC Utrecht","Utrecht","c6d04c976f8e1379143e735026cd29b4","92b7b485d54095a00bd1f90308fd7189","20","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-24","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","UC Face Off 2","U.C. Face Off","Groningen","45c8ca323407bfec8ae496bdc92d1bcb","9175e9512e230af3907ef973fc2c3976","22","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-24","10:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 1","U.C. Face Off","Groningen","bc802ff6321cbbd91f6a779c128e384b","d0e79729d0d63116b6437d57e3b1f5fa","0","10"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-11-24","12:30:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UFC Groningen","UFC Groningen","Groningen","HDM Falcons","HSK Floorball","Den Haag","beb489d31ce3439639ccf5b8f5367f8e","e8b586dae2dc4c685925de6bb697da45","4","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-01","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 2","UFC Utrecht","Utrecht","f1ce34c8aaa035ec93b87fd647dd0cac","7f3c5bd624c6b936a1bcf9a3e21c1273","11","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-01","17:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Groningen","UFC Groningen","Groningen","UA Sonics 1","Sonics","Amersfoort","dc862a8de4a2bcca095c554216a94c90","7ac8130b52c6f6ce2b283cf7c0bba49d","0","8"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-01","10:45:00","Lewenborg","Groningen","UA Sonics 2","Sonics","Amersfoort","UC Face Off 2","U.C. Face Off","Groningen","beb489d31ce3439639ccf5b8f5367f8e","a88045820e30e9b2f1e9559b5f735f92","7","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-01","12:30:00","Lewenborg","Groningen","FB Agents","Floorball Agents","Amsterdam","UC Face Off 1","U.C. Face Off","Groningen","bc802ff6321cbbd91f6a779c128e384b","a7f053b419777160f4764865dc8abfbf","3","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-01","14:15:00","Leidschendam - De Fluit","Leidschendam","UFC Utrecht 1","UFC Utrecht","Utrecht","HDM Falcons","HSK Floorball","Den Haag","041623a4c1f3b09fbc8337c64d982faf","8ebc2a80369a88144caefe214a73aed0","8","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-15","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 2","UFC Utrecht","Utrecht","UA Sonics 2","Sonics","Amersfoort","4094035c884c1ed7ad8ddb7330c8a66d","04cc1df06b426e898be4ae1ca7eab10e","5","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-15","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","e8b586dae2dc4c685925de6bb697da45","beb489d31ce3439639ccf5b8f5367f8e","5","6"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-15","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","HDM Falcons","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","0","7"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-15","14:15:00","Universitair Sportcentrum","Nijmegen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","7ac8130b52c6f6ce2b283cf7c0bba49d","dc862a8de4a2bcca095c554216a94c90","0","9"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2012-12-15","16:00:00","Universitair Sportcentrum","Nijmegen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 2","U.C. Face Off","Groningen","ba16900a1c32806d4994c417b27166a3","6e51baa654c388837a025a7947249f80","13","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2013-01-19","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","HDM Falcons","HSK Floorball","Den Haag","4f872822235cd482aa202edcd5c94ab2","dc33a19001dac62d4c610a1c07592067","1","18"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2013-01-19","12:30:00","Lunetten Sporthal","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","FB Agents","Floorball Agents","Amsterdam","e0591c9945234368fbb8a972b55eb0c3","9ad9b0585f402c0be02755517b6f5e54","1","10"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2013-01-19","14:15:00","Lunetten Sporthal","Utrecht","UFC Groningen","UFC Groningen","Groningen","UA Sonics 2","Sonics","Amersfoort","07ce5bc6d8516f4c117e1c20e7aa3e06","7d44fdb4cd369049c23112395b915226","7","6"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2013-01-19","16:00:00","Amersfoort - Juliana van Stolberghal","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","beb489d31ce3439639ccf5b8f5367f8e","e8b586dae2dc4c685925de6bb697da45","10","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Voorronde","1","2013-01-19","17:45:00","Amersfoort - Juliana van Stolberghal","Amersfoort","UA Sonics 1","Sonics","Amersfoort","UC Face Off 1","U.C. Face Off","Groningen","faf054dd8a2f0698429231110cc4b4b4","34792d4236481e0353cd4976f1b2ebcc","3","3"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-02-09","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","a86fc0259b7a07b0548b11403f2d6c65","3b8aff4f422864b873a9c726968110eb","5","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-03-16","16:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","bc802ff6321cbbd91f6a779c128e384b","685ffe06078db81b98e0fdaa36460cfb","3","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-02-09","14:15:00","Sportcentrum Universiteit Twente","Enschede","UA Sonics 2","Sonics","Amersfoort","UFC Groningen","UFC Groningen","Groningen","203a6531f2ea38f37bef001d49d5228a","dc0a68fd3435aa4160c74cc7037a8c1f","2","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-02-09","16:00:00","Sportcentrum Universiteit Twente","Enschede","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","c6d04c976f8e1379143e735026cd29b4","92b7b485d54095a00bd1f90308fd7189","4","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-03-09","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","UA Sonics 1","Sonics","Amersfoort","7652402bc75dd6aae83926565d619198","6e125fec181ed03e1532d994a2783b85","0","0"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-03-09","12:30:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UA Sonics 2","Sonics","Amersfoort","ff5a23ff8f61f4e5d96cf96bd88d888d","bc802ff6321cbbd91f6a779c128e384b","2","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-03-09","14:15:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","0d34d370cc4421dd1f137d38da9543d3","685ffe06078db81b98e0fdaa36460cfb","1","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-03-23","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","06bd1f981bcec6deb2475c2ee558ba5b","ff743efb856e8dbeb30da69083cdb7b4","7","7"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-03-23","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 2","UFC Utrecht","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","d1c255455b1a263ddbe344e18f837843","96878fc8926be641b869218ee271f14a","3","17"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-03-09","14:15:00","Leidschendam - De Fluit","Leidschendam","HDM Falcons","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","203a6531f2ea38f37bef001d49d5228a","041b0d41cac9e4bae468c10a0d0c3e18","5","6"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-03-23","12:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 2","U.C. Face Off","Groningen","beb489d31ce3439639ccf5b8f5367f8e","78e5afc3bf0d8680003f49a5729324af","6","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-03-23","14:15:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","HDM Falcons","HSK Floorball","Den Haag","c42386b84ff1ede5be28aa82d9b5d7dc","aa4b363412b90dfb77e59694b13a3d08","5","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-04-06","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 2","Sonics","Amersfoort","UFC Utrecht 2","UFC Utrecht","Utrecht","07c4d10eb37fb69772a0970c8b0a705a","5d30a3eca945d8eb914813f87b2a9689","0","8"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-04-06","14:15:00","Sportcentrum Universiteit Twente","Enschede","FB Agents","Floorball Agents","Amsterdam","HDM Falcons","HSK Floorball","Den Haag","dc0a68fd3435aa4160c74cc7037a8c1f","041b0d41cac9e4bae468c10a0d0c3e18","4","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-04-06","16:00:00","Sportcentrum Universiteit Twente","Enschede","UC Face Off 1","U.C. Face Off","Groningen","UA Sonics 1","Sonics","Amersfoort","041b0d41cac9e4bae468c10a0d0c3e18","07e3383110ee11e855d9b64349cfcd10","2","4"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-04-06","16:00:00","Triangel","Lent (Nijmegen)","UC Face Off 2","U.C. Face Off","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","45f284466ef1e2542ee0aaf35a6e83b5","3a6613ad8d40e153354e4d82b94a615b","2","22"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-04-13","16:00:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","5820c4a1d4b37a97ea6f7e8b38baaa30","3ac3319d3042e6704211a5cbda7c3d83","4","4"
"Dames Floorball Competitie","2012","competitie","Eredivisie Bovenste Poule","1","2013-04-13","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","HDM Falcons","HSK Floorball","Den Haag","a86fc0259b7a07b0548b11403f2d6c65","3b8aff4f422864b873a9c726968110eb","11","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-04-13","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UA Sonics 2","Sonics","Amersfoort","d18d24182aa1598ea714358b12a49cb7","64a7c70d265ae16f0e524d90e9867bcf","10","4"
"Dames Floorball Competitie","2012","competitie","Eredivisie Onderste Poule","1","2013-04-13","12:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","685ffe06078db81b98e0fdaa36460cfb","c42386b84ff1ede5be28aa82d9b5d7dc","6","1"
"Dames Floorball Competitie","2012","competitie","Eredivisie Play-offs","1","2013-04-20","11:00:00","Amsterdam - BL46","Amsterdam","UA Sonics 1","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","bc802ff6321cbbd91f6a779c128e384b","7652402bc75dd6aae83926565d619198","16","5"
"Dames Floorball Competitie","2012","competitie","Eredivisie Play-offs","1","2013-04-20","13:30:00","Amsterdam - BL46","Amsterdam","FB Agents","Floorball Agents","Amsterdam","UC Face Off 1","U.C. Face Off","Groningen","7ac8130b52c6f6ce2b283cf7c0bba49d","bc802ff6321cbbd91f6a779c128e384b","8","3"
"Dames Floorball Competitie","2012","competitie","Eredivisie Play-offs","1","2013-04-21","10:00:00","Amsterdam - BL46","Amsterdam","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","9608e05bbec9f0e5009f1b795f221999","7652402bc75dd6aae83926565d619198","8","2"
"Dames Floorball Competitie","2012","competitie","Eredivisie Play-offs","1","2013-04-21","15:00:00","Amsterdam - BL46","Amsterdam","FB Agents","Floorball Agents","Amsterdam","UA Sonics 1","Sonics","Amersfoort","c733c1c7431ada490375f1f9c15dad74","c733c1c7431ada490375f1f9c15dad74","2","5"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-09-21","10:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","041623a4c1f3b09fbc8337c64d982faf","8ebc2a80369a88144caefe214a73aed0","5","5"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-09-21","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","HSK","HSK Floorball","Den Haag","47d4f1b75fb1cb6b3683ae567090ddad","6585c49375551f4f1e49a172c0189a55","3","6"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-09-21","15:45:00","Sportcentrum Universiteit Twente","Enschede","UC Face Off 2","U.C. Face Off","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","685ffe06078db81b98e0fdaa36460cfb","c42386b84ff1ede5be28aa82d9b5d7dc","0","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-09-21","12:30:00","Triangel","Lent (Nijmegen)","Hot Flames","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","b9143c206c117f758c5c2dadf481596a","719c2ada2361afc2195888e8d4c28ad8","2","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-05","12:30:00","Universitair Sportcentrum","Delft","MU Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","b2e67eadaab94f59f9e1ce954ef5369e","d993c8e28203582dd6bda74380c2e955","7","0"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-05","17:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","5d30a3eca945d8eb914813f87b2a9689","7adfe943c89dced88eb9264427ee9685","4","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-05","11:30:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","c42386b84ff1ede5be28aa82d9b5d7dc","685ffe06078db81b98e0fdaa36460cfb","0","0"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-05","14:10:00","Paperclip","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","HSK","HSK Floorball","Den Haag","3a6613ad8d40e153354e4d82b94a615b","4ff1bd958a437329aac4ab4eedb3f45e","2","10"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-12","15:15:00","Leidschendam - De Fluit","Leidschendam","FB Agents","Floorball Agents","Amsterdam","HSK","HSK Floorball","Den Haag","f8cd5ba4b8d3c0dade7c079fd87a3c3b","ee366d293b33bcd0a5f4896c0fb9ef24","4","5"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-12","14:50:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","0ce51212f2ffc4721ae4e4056b3bfeef","eb975c37225b2a6052ff9b722b089d9d","2","0"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-12","16:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Groningen","UFC Groningen","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","4df967cb47517e3e8d46b5b4ecddbe4d","9f71d6e43d0c8799f38a92cb4a6231da","2","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-12","15:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Hot Flames","Floorball Flames Nijmegen","Nijmegen","b122057a3469d35d27c29a861f14c279","3a6613ad8d40e153354e4d82b94a615b","1","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-26","12:45:00","Paperclip","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","041b0d41cac9e4bae468c10a0d0c3e18","70cbdd226f9d43bd37dddfabf156a7cb","2","1"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-10-26","11:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","Sonics","Sonics","Amersfoort","8ebc2a80369a88144caefe214a73aed0","dafcc8953d3408aeb9d86e5dd539807f","5","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-26","10:30:00","Lewenborg","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","e89c6764cb79f40313364589a5651c40","e2940b21f4ffa4a476b4ab161486a927","3","2"
