competitie_naam,seizoen,genre,poule_naam,divisie,datum,tijd,sporthal,plaats_sporthal,thuisteam,thuisclub,plaats_thuisclub,uitteam,uitclub,plaats_uitclub,scheids1_hashed,scheids2_hashed,thuisscore,uitscore
Dames Floorball Competitie,2014,competitie,Poule 1 - Play Off's,3,2015-03-28,10:45:00,Bokkeduinen,Amersfoort,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,7652402bc75dd6aae83926565d619198,f8cd5ba4b8d3c0dade7c079fd87a3c3b,5,6
Dames Floorball Competitie,2014,competitie,Poule 1 - Play Off's,3,2015-04-11,13:00:00,Bokkeduinen,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,292cb27c5102c8f13410b3ead400d59a,782356bc86084494e137781fc42fc97a,6,5
Dames Floorball Competitie,2014,competitie,Poule 1 - Play Off's,3,2015-04-18,13:00:00,Triangel,Lent (Nijmegen),UC Face Off 1,U.C. Face Off,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,c42386b84ff1ede5be28aa82d9b5d7dc,7adfe943c89dced88eb9264427ee9685,4,3
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-09-26,14:45:00,Lunetten Sporthal,Utrecht,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,ba230ce4963134590e4bd05185e36281,be17171577738e0dfb43c18143024f42,3,5
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-10-10,14:15:00,Lewenborg,Groningen,UC Face Off 1,U.C. Face Off,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,7652402bc75dd6aae83926565d619198,be17171577738e0dfb43c18143024f42,3,3
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-10-17,12:30:00,Roemer Visscher College,Den Haag,HSK,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,06bd1f981bcec6deb2475c2ee558ba5b,5820c4a1d4b37a97ea6f7e8b38baaa30,4,2
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-10-24,14:15:00,Sportcentrum Universiteit Twente,Enschede,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,43845e8c3360a9f7edbdb921e5b63fc0,ff6c0a290b7ebae41b211630d273b935,0,1
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-10-31,17:00:00,Lunetten Sporthal,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,MU Falcons,D.S.F.V. Blue Falcons,Delft,43c7dcb5332cdda5dfbdb4d8ddcb555b,0d34d370cc4421dd1f137d38da9543d3,16,0
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2015-11-14,12:30:00,Lunetten Sporthal,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,UC Face Off 1,U.C. Face Off,Groningen,aa6dc23d16971c5b4113dfb47511b8d0,06bd1f981bcec6deb2475c2ee558ba5b,1,2
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2016-02-13,10:45:00,Triangel,Lent (Nijmegen),Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,b6329eee7490b370812da813393a8f38,1e9bb0293658c46143c8a0e9f2467fd3,3,3
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2016-01-30,14:45:00,Roemer Visscher College,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK,HSK Floorball,Den Haag,7652402bc75dd6aae83926565d619198,059fa46aafee60677cbde5d650c20872,4,6
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2016-01-16,16:00:00,Sportcentrum Universiteit Twente,Enschede,MU Falcons,D.S.F.V. Blue Falcons,Delft,UFC Utrecht 1,UFC Utrecht,Utrecht,dc0a68fd3435aa4160c74cc7037a8c1f,203a6531f2ea38f37bef001d49d5228a,5,7
Dames Floorball Competitie,2015,competitie,Eredivisie,1,2016-02-27,17:00:00,Paperclip,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,7652402bc75dd6aae83926565d619198,dcc0250ff093e4fcfc3191b6727d6d30,4,3
Dames Floorball Competitie,2015,competitie,Poule 1 - Play Off's,3,2016-03-12,10:45:00,Roemer Visscher College,Den Haag,HSK,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,41180a1d23116214326e162bd22769e8,9aef3d1400d3cd17832f55af5c5af4ce,6,2
Dames Floorball Competitie,2015,competitie,Poule 1 - Play Off's,3,2016-04-09,10:45:00,Lunetten Sporthal,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK,HSK Floorball,Den Haag,d2a14989ad52baf47a7498ee33e4ab09,06bd1f981bcec6deb2475c2ee558ba5b,3,7
Dames NeFUB Lotto Cup,2015,beker,Dames NeFUB Lotto Cup - Ronde 1 / Kwartfinale,1,2015-11-21,14:35:00,Groningen - sportcentrum RUG & HG (ACLO) dubbel,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,UC Face Off 2,U.C. Face Off,Groningen,57b5eabf3eaea9fb72560bce0980b36c,f168b49418df8cdc224f3921a00f886d,14,1
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-09-17,12:30:00,Lewenborg,Groningen,UC Face Off 1,U.C. Face Off,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,7adfe943c89dced88eb9264427ee9685,e2940b21f4ffa4a476b4ab161486a927,1,6
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-09-24,16:30:00,Lewenborg,Groningen,UFC Groningen,UFC Groningen,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,340f1752ce1bf05e086c876875ec70d3,161f0ff3025a859aeb6647dfa8da709c,5,6
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-10-01,11:45:00,Gemeentelijk Sportcentrum Breda,Breda,Sonics 1,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,203a6531f2ea38f37bef001d49d5228a,cdf559d793af7bead077d62f22d9f6b3,3,3
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-10-15,17:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,7401a4af787e6a1b40ce51c9bf0365db,77e0cbd49bea59238990879a0541df8f,7,4
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-11-12,12:15:00,Roemer Visscher College,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,52c46476e8eb3f8ad03df1ebb9bb8727,8f46a42da25674f8c2fa91c6fc9690b2,0,1
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-11-26,11:45:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,HSK Agents,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,41180a1d23116214326e162bd22769e8,06bd1f981bcec6deb2475c2ee558ba5b,1,7
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2016-12-17,10:00:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics 1,Sonics,Amersfoort,45f284466ef1e2542ee0aaf35a6e83b5,690ee7ed1e404e86740632bb82b57801,1,2
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2017-01-21,12:15:00,Lewenborg,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,UFC Groningen,UFC Groningen,Groningen,7ac8130b52c6f6ce2b283cf7c0bba49d,baa502aaab05b0b5a80d6acfa2d36608,8,2
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2017-02-11,15:15:00,Triangel,Lent (Nijmegen),Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,e7323ae630ac7677d6bc7c5edbfe6040,45df620f5bc486292d763dcf9efe6ecc,1,3
Dames Floorball Competitie,2016,competitie,Eredivisie,1,2017-02-18,10:00:00,Lewenborg,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,UC Face Off 1,U.C. Face Off,Groningen,a88045820e30e9b2f1e9559b5f735f92,356f6644f24af83c8a465c690310cc9d,10,2
Dames Floorball Competitie,2016,competitie,Poule 1 - Play Off's,3,2017-03-11,15:15:00,Roemer Visscher College,Den Haag,Sonics 1,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,52c46476e8eb3f8ad03df1ebb9bb8727,77e0cbd49bea59238990879a0541df8f,2,4
Dames Floorball Competitie,2016,competitie,Poule 1 - Play Off's,3,2017-03-18,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics 1,Sonics,Amersfoort,041b0d41cac9e4bae468c10a0d0c3e18,ba230ce4963134590e4bd05185e36281,5,4
Dames Floorball Competitie,2016,competitie,Play Off Finale,1,2017-05-20,16:15:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,d2a14989ad52baf47a7498ee33e4ab09,685ffe06078db81b98e0fdaa36460cfb,3,2
Dames NeFUB Lotto Cup,2016,beker,Dames NeFUB Lotto Cup - Ronde 1,1,2016-10-29,15:45:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics 2,Sonics,Amersfoort,685ffe06078db81b98e0fdaa36460cfb,d9859569c0cbcbc0d9d6545e817f8e92,12,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-09-16,18:00:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,4f6edfb342442620537e71d8fd480bf2,d4e0679eeb1cec2c94d68d9c18171796,6,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-09-23,13:15:00,Roemer Visscher College,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,4df967cb47517e3e8d46b5b4ecddbe4d,be17171577738e0dfb43c18143024f42,8,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-10-07,12:15:00,Triangel,Lent (Nijmegen),Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,ba230ce4963134590e4bd05185e36281,041b0d41cac9e4bae468c10a0d0c3e18,3,4
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-10-28,18:00:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,UFC Groningen,UFC Groningen,Groningen,41180a1d23116214326e162bd22769e8,161f0ff3025a859aeb6647dfa8da709c,7,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-11-18,16:15:00,Sporthal De Molenwiek,Houten,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,52c46476e8eb3f8ad03df1ebb9bb8727,f47bd99084ff83b5c0509f0234629370,3,9
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2017-12-16,10:30:00,Roemer Visscher College,Den Haag,HSK Agents,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,f8cd5ba4b8d3c0dade7c079fd87a3c3b,49e2d1533641ec5f2070480476ad1c64,7,16
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2018-01-20,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,77e0cbd49bea59238990879a0541df8f,ba230ce4963134590e4bd05185e36281,6,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2018-02-10,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,f8cd5ba4b8d3c0dade7c079fd87a3c3b,52c46476e8eb3f8ad03df1ebb9bb8727,8,1
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2018-02-17,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,362ca441cad330e81bc844c0d1c0e145,2f94911872153729c2d60dab06d98ae3,0,9
Dames Floorball Competitie,2017,competitie,Eredivisie,1,2018-03-10,16:15:00,De Bongerd Sportcentrum,Wageningen,UFC Groningen,UFC Groningen,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,197ce2ce3278cf45f11bb94755e57a53,72a7d561ab6cd29fbddd3565ad778de0,1,9
Dames Floorball Competitie,2017,competitie,Poule 1 - Play Off's ,3,2018-03-24,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,52c46476e8eb3f8ad03df1ebb9bb8727,f4a29fda5ec9060b7deeaa08a67af3b0,7,4
Dames Floorball Competitie,2017,competitie,Poule 1 - Play Off's ,3,2018-04-07,17:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,5d30a3eca945d8eb914813f87b2a9689,6899c684b6bde42985cc37691a1ec4c4,0,3
Dames Floorball Competitie,2017,competitie,Finale landskampioen dames,0,2018-05-27,16:15:00,Groningen - Alfa College  ,Groningen,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,c42386b84ff1ede5be28aa82d9b5d7dc,7adfe943c89dced88eb9264427ee9685,3,2
Dames Nederlandse Loterij Cup,2017,beker,Dames Nederlandse Loterij Cup - Ronde 1,1,2017-11-25,12:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,f4a29fda5ec9060b7deeaa08a67af3b0,afcf89571b9759b1cb6193111f08763e,4,5
Dames Competitie,2018,competitie,Eredivisie,1,2018-09-15,10:30:00,Bokkeduinen,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,095ce9edf8158b7ed249dd2ca136c2ed,6726dc565f3cebd78423a258d2d5a2cd,4,4
Dames Competitie,2018,competitie,Eredivisie,1,2018-09-22,18:15:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Groningen Messed Up,UFC Groningen,Groningen,e42ec79df18ea1e74dceb37a190ebf67,dfd6dab64f2ef5c65f62a82be8295f05,11,2
Dames Competitie,2018,competitie,Eredivisie,1,2018-10-06,12:15:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,e42ec79df18ea1e74dceb37a190ebf67,03b437bf861cd50b6be9baaffa85f0c8,1,13
Dames Competitie,2018,competitie,Eredivisie,1,2018-10-13,16:15:00,Universitair Sportcentrum,Delft,HSK Agents,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,f8cd5ba4b8d3c0dade7c079fd87a3c3b,06bd1f981bcec6deb2475c2ee558ba5b,3,12
Dames Competitie,2018,competitie,Eredivisie,1,2018-11-24,17:30:00,Sportcentrum Olympos,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,7adfe943c89dced88eb9264427ee9685,f168b49418df8cdc224f3921a00f886d,11,1
Dames Competitie,2018,competitie,Eredivisie,1,2018-12-15,10:30:00,Nieuw Welgelegen Multifunctionele - Beneden,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,e42ec79df18ea1e74dceb37a190ebf67,2f94911872153729c2d60dab06d98ae3,3,5
Dames Competitie,2018,competitie,Eredivisie,1,2019-01-12,14:30:00,Nieuw Welgelegen Multifunctionele - Beneden,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,f168b49418df8cdc224f3921a00f886d,041b0d41cac9e4bae468c10a0d0c3e18,9,0
Dames Competitie,2018,competitie,Eredivisie,1,2019-01-26,15:45:00,Lewenborg,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,Groningen Messed Up,UFC Groningen,Groningen,c42386b84ff1ede5be28aa82d9b5d7dc,7adfe943c89dced88eb9264427ee9685,10,2
Dames Competitie,2018,competitie,Eredivisie,1,2019-02-09,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,0d34d370cc4421dd1f137d38da9543d3,f4a29fda5ec9060b7deeaa08a67af3b0,5,1
Dames Competitie,2018,competitie,Eredivisie,1,2019-03-16,12:15:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,03b437bf861cd50b6be9baaffa85f0c8,f4a29fda5ec9060b7deeaa08a67af3b0,4,6
Dames Competitie,2018,competitie,Poule 1 Play offs,1,2019-03-30,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,f168b49418df8cdc224f3921a00f886d,77e0cbd49bea59238990879a0541df8f,3,1
Dames Competitie,2018,competitie,Poule 1 Play offs,1,2019-04-06,10:30:00,Roemer Visscher College,Den Haag,HSK Agents,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,77e0cbd49bea59238990879a0541df8f,f8cd5ba4b8d3c0dade7c079fd87a3c3b,3,9
Dames Competitie,2018,competitie,Poule 1 Play offs,1,2019-04-13,10:30:00,Universitair Sportcentrum,Delft,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,47d4f1b75fb1cb6b3683ae567090ddad,47d4f1b75fb1cb6b3683ae567090ddad,0,0
Dames Competitie,2018,competitie,Finale landskampioenschap dames,0,2019-05-25,12:45:00,Sportcentrum Olympos,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,355f40ba7577f96605261b7055d38fc7,041b0d41cac9e4bae468c10a0d0c3e18,5,1
Dames Competitie,2019,competitie,Eredivisie,1,2019-09-21,14:00:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,5e2176b3aa970e3a944ac7f7cf7f5178,77e0cbd49bea59238990879a0541df8f,4,5
Dames Competitie,2019,competitie,Eredivisie,1,2019-09-28,16:15:00,Bokkeduinen,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,Groningen Messed Up,UFC Groningen,Groningen,1181f9ff581f47ebcd66a48a113c364c,8b5a85a5a83633157294f9e63a7142b6,7,5
Dames Competitie,2019,competitie,Eredivisie,1,2019-10-05,16:15:00,Universitair Sportcentrum,Delft,HSK Agents,HSK Floorball,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,77e0cbd49bea59238990879a0541df8f,7edfb8ff613fbcf8b6f42084fc836313,2,7
Dames Competitie,2019,competitie,Eredivisie,1,2019-11-02,17:45:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,cfce997a682b97160b6f0495e95f0981,60c49a5abca56ce4e305f56b35efefe2,3,0
Dames Competitie,2019,competitie,Eredivisie,1,2019-11-16,12:15:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Sonics,Sonics,Amersfoort,2f94911872153729c2d60dab06d98ae3,77e0cbd49bea59238990879a0541df8f,9,1
Dames Competitie,2019,competitie,Eredivisie,1,2019-11-30,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,UFC Utrecht 1,UFC Utrecht,Utrecht,041b0d41cac9e4bae468c10a0d0c3e18,77e0cbd49bea59238990879a0541df8f,2,1
Dames Competitie,2019,competitie,Eredivisie,1,2020-01-18,16:15:00,Roemer Visscher College,Den Haag,UFC Utrecht 1,UFC Utrecht,Utrecht,HSK Agents,HSK Floorball,Den Haag,f8cd5ba4b8d3c0dade7c079fd87a3c3b,7edfb8ff613fbcf8b6f42084fc836313,6,1
Dames Competitie,2019,competitie,Eredivisie,1,2020-01-25,14:30:00,ACLO,Groningen,Groningen Messed Up,UFC Groningen,Groningen,UFC Utrecht 1,UFC Utrecht,Utrecht,f8cd5ba4b8d3c0dade7c079fd87a3c3b,5d30a3eca945d8eb914813f87b2a9689,6,6
Dames Competitie,2019,competitie,Eredivisie,1,2020-02-08,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,Sonics,Sonics,Amersfoort,UFC Utrecht 1,UFC Utrecht,Utrecht,60c49a5abca56ce4e305f56b35efefe2,5e2176b3aa970e3a944ac7f7cf7f5178,6,4
Dames Competitie,2019,competitie,Eredivisie,1,2020-03-07,10:30:00,Nieuw Welgelegen Topsporthal - 3e verdieping,Utrecht,UFC Utrecht 2,UFC Utrecht,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,5e2176b3aa970e3a944ac7f7cf7f5178,ded2bc207f4198fb7efb81d35bddab29,1,10
Nederlandse Loterij Cup Dames,2019,beker,Eerste ronde,0,2019-11-23,15:45:00,Sportcampus Utrecht,Utrecht,UFC Utrecht 1,UFC Utrecht,Utrecht,Hot Flames 1,Floorball Flames Nijmegen,Nijmegen,b7e4427feb242e0817eec388299ae50b,be17171577738e0dfb43c18143024f42,4,2
